id,gelezen_soort,gelezen_artist,gelezen_title,gelezen_catno,release_id,vraagprijs,advies,titel,beschrijving,num_for_sale,lowest_eur,sug_vgplus,discogs_url,alternatieven,artiest_discogs,catno_discogs,formats,fotos,gelezen_a_kant,gelezen_aantal_nummers,gelezen_b_kant,gelezen_barcode,gelezen_beeld_punten,gelezen_bron,gelezen_country,gelezen_gatefold,gelezen_label,gelezen_lp_count,gelezen_notes,gelezen_release_id_auto,gelezen_staat_hoes,gelezen_year,genres,have,jaar_discogs,label_discogs,land_discogs,titel_discogs,tracklist,want
163229,LP,Gene Pitney,Emotions,KTLP 230-1,3788224,5.0,los of lot,LP Gene Pitney - Emotions - K-Tel (Holland) B.V.,"LP, K-Tel (Holland) B.V. KTLP 230-1
Persing Netherlands 1986
2x Vinyl LP Compilation Gatefold
A1 24 Hours From Tulsa
A2 I'm Gonna Be Strong
A3 Only Love Can Break A Heart
A4 Just One Smile
A5 That Girl Belongs To Yesterday
A6 True Love Never Runs Smooth
A7 The Man Who Shot Liberty Valence
A8 It Hurts To Be In Love
B1 Mecca
B2 Half Heaven, Half Heartache
B3 Something's Gotten Hold Of My Heart
B4 Hello Mary Lou
B5 Nessuni Mi Puo Guidicare
B6 I Must Be Seeing Things
B7 I've Got Five Dollars And It's Saturday Night
B8 You've Lost That Lovin' Feeling
C1 Backstage (I'm Lonely)
C2 Nobody Needs To Love You More Than I Do
C3 Looking Through The Eyes Of Love
C4 Lips Were Redder On You
C5 If I Didn't Have A Dime
C6 Amor Amio
C7 Unchained Melody
C8 Baby Ain't That Fine
D1 Somewhere In The Country
D2 I'm Sorry
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/3788224",44,1.38,,https://www.discogs.com/release/3788224,5997316 Netherlands None Vinyl LP Compilation Reissue Mono | 2932917 US 1985 Vinyl LP Compilation | 3892681 Portugal 1987 Vinyl LP Compilation,Gene Pitney,KTLP 230-1,2x Vinyl LP Compilation Gatefold,IMG20260913163229.jpg;IMG20260913163234.jpg;IMG20260913163245.jpg,,32,,,597,tracklist,Netherlands,True,K-Tel (Holland) B.V.,2,herkend op tracklist: 29 van 32 tracktitels teruggevonden (via KTLP230-1),3788224,,1986,Pop,144,1986,K-Tel (Holland) B.V.,Netherlands,Emotions,"A1 24 Hours From Tulsa | A2 I'm Gonna Be Strong | A3 Only Love Can Break A Heart | A4 Just One Smile | A5 That Girl Belongs To Yesterday | A6 True Love Never Runs Smooth | A7 The Man Who Shot Liberty Valence | A8 It Hurts To Be In Love | B1 Mecca | B2 Half Heaven, Half Heartache | B3 Something's Gotten Hold Of My Heart | B4 Hello Mary Lou | B5 Nessuni Mi Puo Guidicare | B6 I Must Be Seeing Things | B7 I've Got Five Dollars And It's Saturday Night | B8 You've Lost That Lovin' Feeling | C1 Backstage (I'm Lonely) | C2 Nobody Needs To Love You More Than I Do | C3 Looking Through The Eyes Of Love | C4 Lips Were Redder On You | C5 If I Didn't Have A Dime | C6 Amor Amio | C7 Unchained Melody | C8 Baby Ain't That Fine | D1 Somewhere In The Country | D2 I'm Sorry",8
163331,single7,"Joaquín Rodrigo, Orquesta Nacional De España, Ataúlfo Argenta, Rafael Frühbeck De Burgos, Narciso Yepes",Concierto De Aranjuez - Fantasia Para Un Gentilhombre,SDD 220,5407756,4.5,los of lot,"Single 7"" Joaquín Rodrigo, Orquesta Nacional De España, Ataú","Single 7"", Ace Of Diamonds SDD 220
Persing France 1954
1x Vinyl LP Reissue Stereo
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/5407756",9,3.53,,https://www.discogs.com/release/5407756,19006570 France 1972 Vinyl LP Reissue Stereo | 28131664 France 1971 Vinyl LP Reissue Stereo | 5330183 Canada 1973 Vinyl LP,"Joaquín Rodrigo, Orquesta Nacional De España, Ataúlfo Argenta, Rafael Frühbeck De Burgos, Narciso Yepes",SDD 220,1x Vinyl LP Reissue Stereo,IMG20260913163331.jpg;IMG20260913163337.jpg,,2,,,589,tracklist,France,False,Ace Of Diamonds,1,herkend op tracklist: 1 van 2 tracktitels teruggevonden (via SDD 220),5407756,,1954,"Classical, Romantic",82,0,Ace Of Diamonds,France,Concierto De Aranjuez - Fantasia Para Un Gentilhombre,Concierto De Aranjuez Pour Guitare Et Orchestre | Fantasia Para Un Gentilhombre,7
163353,LP,Tom Jones,From The Heart,LK 4814,1253473,5.0,los of lot,"LP Tom Jones - From The Heart - Decca, Decca","LP, Decca, Decca LK 4814
Persing UK 1966
1x Vinyl LP Album Mono
A1 Begin The Beguine
A2 You Came A Long Way From St. Louis
A3 My Foolish Heart
A4 It's Magic
A5 Someday
A6 Georgia On My Mind
A7 Kansas City
B1 Hello Young Lovers
B2 A Taste Of Honey
B3 The Nearness Of You
B4 When I Fall In Love
B5 If Ever I Would Leave You
B6 My Prayer
B7 That Old Black Magic
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/1253473",54,0.86,,https://www.discogs.com/release/1253473,9564682 UK 1966 Vinyl LP Album Mono | 10078312 UK 1966 Vinyl LP Album Mono | 15017958 UK 1966 Vinyl LP Album Mono,Tom Jones,LK 4814,1x Vinyl LP Album Mono,IMG20260913163353.jpg;IMG20260913163359.jpg,,14,,,336,tracklist,UK,False,Decca,1,herkend op tracklist: 14 van 14 tracktitels teruggevonden (via LK 4814),1253473,,1966,"Pop, Vocal",343,1966,"Decca, Decca",UK,From The Heart,A1 Begin The Beguine | A2 You Came A Long Way From St. Louis | A3 My Foolish Heart | A4 It's Magic | A5 Someday | A6 Georgia On My Mind | A7 Kansas City | B1 Hello Young Lovers | B2 A Taste Of Honey | B3 The Nearness Of You | B4 When I Fall In Love | B5 If Ever I Would Leave You | B6 My Prayer | B7 That Old Black Magic,28
163409,LP,Pablito Y Sus Trovadores Paraguayos,Pablito Y Sus Trovadores Paraguayos,LP 4099,7932006,5.0,los of lot,LP Pablito Y Sus Trovadores Paraguayos - Pablito Y Sus Trova,"LP, Palobal LP 4099
Persing Spain
1x Vinyl LP Album
A1 Costa Brava
A2 Todo Pasará
A3 La Chevecha
A4 Guantanamera
A5 Maria Isabel
A6 Bajo El Cielo Dal Paraguay
A7 Mi Cafetal
B1 Ave Maria Nu Morro
B2 Galopera
B3 Malaguena Salerosa
B4 De Domingo A Domingo
B5 Cucurrucu Paloma
B6 El Soldado De Levita
B7 Colorado
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/7932006",11,1.72,,https://www.discogs.com/release/7932006,37075995 Europe 2026 Vinyl LP Album Record Store Day Limited Edition Stereo | 32372793 Worldwide 2024 Vinyl LP Album Reissue Remastered | 666960 Australia 1980 Vinyl LP Album,Pablito Y Sus Trovadores Paraguayos,LP 4099,1x Vinyl LP Album,IMG20260913163409.jpg;IMG20260913163413.jpg,,14,,,276,tracklist,Spain,False,Palobal,1,herkend op tracklist: 14 van 14 tracktitels teruggevonden (via tekstzoek: maria pablito),7932006,,,"Folk, World, & Country",17,0,Palobal,Spain,Pablito Y Sus Trovadores Paraguayos,A1 Costa Brava | A2 Todo Pasará | A3 La Chevecha | A4 Guantanamera | A5 Maria Isabel | A6 Bajo El Cielo Dal Paraguay | A7 Mi Cafetal | B1 Ave Maria Nu Morro | B2 Galopera | B3 Malaguena Salerosa | B4 De Domingo A Domingo | B5 Cucurrucu Paloma | B6 El Soldado De Levita | B7 Colorado,1
163424,LP,Mario Lanza,The Student Prince,LSC-2339,5475331,5.0,los of lot,"LP Mario Lanza - The Student Prince - RCA Victor Red Seal, R","LP, RCA Victor Red Seal, RCA Victor Red Seal LSC-2339
Persing US 1960
1x Vinyl LP Album Stereo Rockaway, Shaded Dog
A1 Overture
A2 Serenade
A3 Golden Days
A4 Drink, Drink, Drink
A5 Summertime In Heidelberg
B1 I'll Walk With God
B2 Thoughts Will Come Back To Me
B3 Student Life
B4 Just We Two
B5 Beloved
B6 Gaudeamus Igitur
B7 Deep In My Heart, Dear
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/5475331",50,0.85,,https://www.discogs.com/release/5475331,1964478 US 1960 Vinyl LP Stereo | 9557206 US 1960 Vinyl LP Album Stereo | 13574901 US 1960 Vinyl LP Album Stereo,Mario Lanza,LSC-2339,"1x Vinyl LP Album Stereo Rockaway, Shaded Dog",IMG20260913163424.jpg;IMG20260913163429.jpg,,12,,,215,tracklist,US,False,RCA Victor Red Seal,1,herkend op tracklist: 12 van 12 tracktitels teruggevonden (via LSC 2339),5475331,,1960,"Classical, Stage & Screen, Opera, Score",645,1960,"RCA Victor Red Seal, RCA Victor Red Seal",US,The Student Prince,"A1 Overture | A2 Serenade | A3 Golden Days | A4 Drink, Drink, Drink | A5 Summertime In Heidelberg | B1 I'll Walk With God | B2 Thoughts Will Come Back To Me | B3 Student Life | B4 Just We Two | B5 Beloved | B6 Gaudeamus Igitur | B7 Deep In My Heart, Dear",10
163442,LP,Julio Iglesias,Hey!,CBS 84304,934332,5.0,los of lot,"LP Julio Iglesias - Hey! - CBS, CBS","LP, CBS, CBS CBS 84304
Persing Europe 1980
1x Vinyl LP Album Gatefold
A1 Por Ella
A2 Amantes
A3 Morriñas
A4 Viejas Tradiciones
A5 Ron Y Coca Cola
B1 Hey
B2 Un Sentimental
B3 La Paloma Blanca
B4 La Nave Del Olvido
B5 Pajaro Chogüi
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/934332",97,1.09,,https://www.discogs.com/release/934332,8465195 Europe 1980 Vinyl LP Album | 5061656 Europe 1980 Vinyl LP Album Stereo | 5125798 Europe 1980 Vinyl LP Album Promo,Julio Iglesias,CBS 84304,1x Vinyl LP Album Gatefold,IMG20260913163442.jpg;IMG20260913163448.jpg,,10,,,391,hoesbeeld,Europe,True,CBS,1,herkend op hoesbeeld: 391 samenvallende punten met de afbeelding op Discogs (gevonden via tekstzoek: iglesias estudios),934332,,1980,"Latin, Pop, Vocal, Ballad",1358,1980,"CBS, CBS",Europe,Hey!,A1 Por Ella | A2 Amantes | A3 Morriñas | A4 Viejas Tradiciones | A5 Ron Y Coca Cola | B1 Hey | B2 Un Sentimental | B3 La Paloma Blanca | B4 La Nave Del Olvido | B5 Pajaro Chogüi,39
163554,LP,Gerard Joling,Love Is In Your Eyes,240 749-1,7133335,5.0,los of lot,"LP Gerard Joling - Love Is In Your Eyes - WEA, YaYa Records ","LP, WEA, YaYa Records (2) 240 749-1
Persing Netherlands 1985
1x Vinyl LP Album Stereo
A1 Love Is In Your Eyes
A2 I Can Only Give You Everything
A3 No Strings Attached
A4 What Can I Do
A5 Heartbeat
B1 Ticket To The Tropics
B2 Love Don't Pay
B3 We Don't Have To Say The Words
B4 Hearts On Fire
B5 Crying
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/7133335",43,1.15,,https://www.discogs.com/release/7133335,1116443 Europe 1985 Vinyl LP Album | 5845725 Taiwan 1985 Vinyl LP Album | 35405818 Philippines 1985 Vinyl LP Album Stereo,Gerard Joling,240 749-1,1x Vinyl LP Album Stereo,IMG20260913163554.jpg;IMG20260913163606.jpg;IMG20260913163611.jpg,,10,,,178,tracklist,Netherlands,False,WEA,1,herkend op tracklist: 10 van 10 tracktitels teruggevonden (via 240749),7133335,,1985,"Pop, Europop, Ballad",1254,1985,"WEA, YaYa Records (2)",Netherlands,Love Is In Your Eyes,A1 Love Is In Your Eyes | A2 I Can Only Give You Everything | A3 No Strings Attached | A4 What Can I Do | A5 Heartbeat | B1 Ticket To The Tropics | B2 Love Don't Pay | B3 We Don't Have To Say The Words | B4 Hearts On Fire | B5 Crying,24
163622,LP,Barry White,Barry White's Greatest Hits,6463 154,903950,6.5,los of lot,LP Barry White - Barry White's Greatest Hits - Casablanca,"LP, Casablanca 6463 154
Persing Netherlands 1984
1x Vinyl LP Compilation Stereo Gatefold
A1 What Am I Gonna Do With You?
A2 You're The First, The Last, My Everything
A3 Can't Get Enough Of Your Love, Babe
A4 Honey Please, Can't Ya See
A5 Love Serenade
B1 Never, Never Gonna Give Ya Up
B2 I'm Gonna Love You Just A Little More Baby
B3 I've Found Someone
B4 I've Got So Much To Give
B5 Standing In The Shadows Of Love
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/903950",5,4.65,,https://www.discogs.com/release/903950,24603236 Netherlands None Vinyl LP Compilation Stereo | 3969017 New Zealand 1984 Vinyl LP Compilation | 6104253 Italy None Vinyl LP Compilation Reissue,Barry White,6463 154,1x Vinyl LP Compilation Stereo Gatefold,IMG20260913163622.jpg;IMG20260913163626.jpg;IMG20260913163634.jpg,,10,,,375,tracklist,Netherlands,True,Casablanca,1,herkend op tracklist: 10 van 10 tracktitels teruggevonden (via 6463 154),903950,,1984,"Funk / Soul, Soul, Disco",449,1984,Casablanca,Netherlands,Barry White's Greatest Hits,"A1 What Am I Gonna Do With You? | A2 You're The First, The Last, My Everything | A3 Can't Get Enough Of Your Love, Babe | A4 Honey Please, Can't Ya See | A5 Love Serenade | B1 Never, Never Gonna Give Ya Up | B2 I'm Gonna Love You Just A Little More Baby | B3 I've Found Someone | B4 I've Got So Much To Give | B5 Standing In The Shadows Of Love",90
163646,LP,Ringo Starr,Ringo's Rotogravure,2310 473,8411037,5.0,los of lot,LP Ringo Starr - Ringo's Rotogravure - Polydor,"LP, Polydor 2310 473
Persing Germany 1976
1x Vinyl LP Album Gatefold
A1 A Dose Of Rock 'N' Roll
A2 Hey Baby
A3 Pure Gold
A4 Cryin'
A5 You Don't Know Me At All
B1 Cookin
B2 I'll Still Love You
B3 This Be Called A Song
B4 Las Brisas
B5 Lady Gaye
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/8411037",89,3.48,,https://www.discogs.com/release/8411037,33826830 Germany 1976 Vinyl LP Album Stereo | 1110171 Germany None Vinyl LP Album Reissue | 36777763 Germany None Vinyl LP Album,Ringo Starr,2310 473,1x Vinyl LP Album Gatefold,IMG20260913163646.jpg;IMG20260913163651.jpg;IMG20260913163702.jpg,,10,,,472,tracklist,Germany,True,Polydor,1,herkend op tracklist: 9 van 10 tracktitels teruggevonden (via tekstzoek: RINGO'S),8411037,,1976,"Rock, Pop, Pop Rock",1187,1976,Polydor,Germany,Ringo's Rotogravure,A1 A Dose Of Rock 'N' Roll | A2 Hey Baby | A3 Pure Gold | A4 Cryin' | A5 You Don't Know Me At All | B1 Cookin | B2 I'll Still Love You | B3 This Be Called A Song | B4 Las Brisas | B5 Lady Gaye,42
163713,LP,Frank Sinatra,All The Way,1A 038-26 0179 1,7756034,13.5,los verkopen,"LP Frank Sinatra - All The Way - Capitol Records, Capitol Re","LP, Capitol Records, Capitol Records 1A 038-26 0179 1
Persing Netherlands 1984
1x Vinyl LP Compilation Reissue Mono
A1 All The Way
A2 High Hopes
A3 Talk To Me
A4 French Foreign Legion
A5 To Love And Be Loved
A6 River, Stay 'Way From My Door
B1 Witchcraft
B2 It's Over, It's Over, It's Over
B3 Ol' Mac Donald
B4 This Was My Love
B5 All My Tomorrows
B6 Sleep Warm
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/7756034",6,9.29,,https://www.discogs.com/release/7756034,4385393 UK 1984 Vinyl LP Compilation Reissue Remastered Stereo | 13201369 UK 1984 Vinyl LP Single Sided Compilation Reissue Remastered Test Pressing White Label Stereo,Frank Sinatra,1A 038-26 0179 1,1x Vinyl LP Compilation Reissue Mono,IMG20260913163713.jpg;IMG20260913163718.jpg,,12,,5099926017914,289,tracklist,Netherlands,False,Capitol Records,1,herkend op tracklist: 11 van 12 tracktitels teruggevonden (via 2601791),7756034,,1984,"Jazz, Pop, Vocal",82,1984,"Capitol Records, Capitol Records",Netherlands,All The Way,"A1 All The Way | A2 High Hopes | A3 Talk To Me | A4 French Foreign Legion | A5 To Love And Be Loved | A6 River, Stay 'Way From My Door | B1 Witchcraft | B2 It's Over, It's Over, It's Over | B3 Ol' Mac Donald | B4 This Was My Love | B5 All My Tomorrows | B6 Sleep Warm",25
163734,LP,Gene Pitney,His 20 Greatest,ADE P22,705868,5.0,los of lot,"LP Gene Pitney - His 20 Greatest - Arcade Records (3), Arcad","LP, Arcade Records (3), Arcade Records (3) ADE P22
Persing UK 1976
1x Vinyl LP Compilation Remastered Stereo Orlake Records Pressing
A1 24 Hours From Tulsa
A2 That Girl Belongs To Yesterday
A3 I Must Be Seeing Things
A4 Looking Through The Eyes Of Love
A5 Princess In Rags
A6 24 Sycamore Street
A7 Just One Smile
A8 Somewhere In The Country
A9 The Man Who Shot Liberty Valance
A10 I'm Gonna Be Strong
B1 Backstage (I'm Lonely)
B2 Something's Gotten Hold Of My Heart
B3 True Love Never Runs Smooth
B4 Not Responsible
B5 Only Love Can Break A Heart
B6 Nobody Needs Your Love
B7 I Wanna Love My Life Away
B8 Yesterday's Hero
B9 Teardrop By Teardrop
B10 Town Without Pity
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/705868",103,0.53,,https://www.discogs.com/release/705868,10544023 UK None Vinyl LP Compilation | 10544066 UK None Vinyl LP Compilation Remastered Stereo,Gene Pitney,ADE P22,1x Vinyl LP Compilation Remastered Stereo Orlake Records Pressing,IMG20260913163734.jpg;IMG20260913163739.jpg,,20,,,169,tracklist,UK,False,Arcade Records (3),1,herkend op tracklist: 20 van 20 tracktitels teruggevonden (via tekstzoek: HIS20GRE BACKSTAGE IM LONELY),705868,,1976,"Rock, Pop, Rock & Roll, Vocal",588,1976,"Arcade Records (3), Arcade Records (3)",UK,His 20 Greatest,A1 24 Hours From Tulsa | A2 That Girl Belongs To Yesterday | A3 I Must Be Seeing Things | A4 Looking Through The Eyes Of Love | A5 Princess In Rags | A6 24 Sycamore Street | A7 Just One Smile | A8 Somewhere In The Country | A9 The Man Who Shot Liberty Valance | A10 I'm Gonna Be Strong | B1 Backstage (I'm Lonely) | B2 Something's Gotten Hold Of My Heart | B3 True Love Never Runs Smooth | B4 Not Responsible | B5 Only Love Can Break A Heart | B6 Nobody Needs Your Love | B7 I Wanna Love My Life Away | B8 Yesterday's Hero | B9 Teardrop By Teardrop | B10 Town Without Pity,7
163756,LP,Engelbert Humperdinck,Träumen Mit Engelbert,207 865,691764,5.0,los of lot,"LP Engelbert Humperdinck - Träumen Mit Engelbert - Ariola, A","LP, Ariola, Ariola 207 865
Persing Europe 1986
1x Vinyl LP Album Stereo
A1 Please Release Me (Let Me Go)
A2 Torero (She Brings Him Spanish Roses)
A3 The Power Of Love
A4 The Last Waltz
A5 The Spanish Night Is Over
A6 There Goes My Everything
A7 Portofino
A8 After The Lovin'
B1 What Are You Waiting For
B2 Follow My Heartbeat
B3 Dream Of Me
B4 Goodbye Maria
B5 My Heart
B6 Love Life
B7 Then You Walked Into My Life
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/691764",134,0.53,,https://www.discogs.com/release/691764,23016293 Europe 1986 Vinyl LP Album Stereo | 32463831 Europe 2024 Vinyl LP Album Record Store Day Reissue Stereo | 16100233 Israel 1986 Vinyl LP Album,Engelbert Humperdinck,207 865,1x Vinyl LP Album Stereo,IMG20260913163756.jpg;IMG20260913163812.jpg,,15,,,320,tracklist,Europe,False,Ariola,1,herkend op tracklist: 15 van 15 tracktitels teruggevonden (via tekstzoek: Engelbert Traumen),691764,,1986,"Pop, Ballad, Schlager",518,1986,"Ariola, Ariola",Europe,Träumen Mit Engelbert,A1 Please Release Me (Let Me Go) | A2 Torero (She Brings Him Spanish Roses) | A3 The Power Of Love | A4 The Last Waltz | A5 The Spanish Night Is Over | A6 There Goes My Everything | A7 Portofino | A8 After The Lovin' | B1 What Are You Waiting For | B2 Follow My Heartbeat | B3 Dream Of Me | B4 Goodbye Maria | B5 My Heart | B6 Love Life | B7 Then You Walked Into My Life,16
163846,LP,Change,Change Of Heart,240 439-1,158404,6.0,los of lot,"LP Change - Change Of Heart - WEA, WEA","LP, WEA, WEA 240 439-1
Persing UK & Europe 1984
1x Vinyl LP Album
A1 Say You Love Me Again
A2 Change Of Heart
A3 Warm
A4 True Love
B1 You Are My Melody
B2 Lovely Lady
B3 Got My Eyes On You
B4 It Burns Me Up
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/158404",40,4.07,,https://www.discogs.com/release/158404,14242123 UK & Europe 1984 Vinyl LP Album | 8405980 UK & Europe 1984 Vinyl LP Album | 26625800 UK & Europe 1984 Vinyl LP Album,Change,240 439-1,1x Vinyl LP Album,IMG20260913163846.jpg;IMG20260913163851.jpg,,8,,,181,hoesbeeld,UK & Europe,False,WEA,1,herkend op hoesbeeld: 181 samenvallende punten met de afbeelding op Discogs (gevonden via tekstzoek: CHANGE HEART),158404,,1984,"Electronic, Funk / Soul, Disco, Boogie, Soul",1276,1984,"WEA, WEA",UK & Europe,Change Of Heart,A1 Say You Love Me Again | A2 Change Of Heart | A3 Warm | A4 True Love | B1 You Are My Melody | B2 Lovely Lady | B3 Got My Eyes On You | B4 It Burns Me Up,339
163906,LP,"Will Ferdy, Trio Paul Dumont",In Levende Lijve,0125-140,11995442,14.5,los verkopen,"LP Will Ferdy, Trio Paul Dumont - In Levende Lijve - Distrid","LP, Distridisc 0125-140
Persing Belgium
1x Vinyl LP Album Stereo
A1 Rotatiepersen (Rotatives)
A2 De Violist En De Panter
A3 Lied Van De Oude Geliefden (La Chanson Des Vieux Amants)
A4 De Clown (Le Clown)
A5 De Laatste Zeven Dagen (The Last Seven Days)
B1 De Waarheid (La Vérité)
B2 Een Kind (Un Enfant)
B3 De Schilder, De Aap En Het Schilderij
B4 De Stervende (Le Moribond)
B5 Belijdenis
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/11995442",2,11.57,,https://www.discogs.com/release/11995442,"15640977 Belgium 1970 Vinyl LP Album Stereo | 8796140 Belgium 1976 Vinyl LP Album | 74723 Germany 2001 Vinyl 12"" 33 ⅓ RPM","Will Ferdy, Trio Paul Dumont",0125-140,1x Vinyl LP Album Stereo,IMG20260913163906.jpg;IMG20260913163911.jpg,,10,,,371,tracklist,Belgium,False,Distridisc,1,herkend op tracklist: 10 van 10 tracktitels teruggevonden (via tekstzoek: rotatiepersen (rotatives)),11995442,,,Pop,11,0,Distridisc,Belgium,In Levende Lijve,"A1 Rotatiepersen (Rotatives) | A2 De Violist En De Panter | A3 Lied Van De Oude Geliefden (La Chanson Des Vieux Amants) | A4 De Clown (Le Clown) | A5 De Laatste Zeven Dagen (The Last Seven Days) | B1 De Waarheid (La Vérité) | B2 Een Kind (Un Enfant) | B3 De Schilder, De Aap En Het Schilderij | B4 De Stervende (Le Moribond) | B5 Belijdenis",0
163930,LP,Various,Ciao Italia,303.347,1858663,5.0,los of lot,"LP Various - Ciao Italia - EVA, EVA Columbia","LP, EVA, EVA Columbia 303.347
Persing Europe 1988
2x Vinyl LP Compilation Gatefold
A1 Ma Che Bello Questo Amore
A2 Gente Di Mare
A3 E La Verita (Se Non Avessi Te)
A4 M'Inn Amoro Di Te
A5 Tu Cosa Fai Stasera
A6 Medley : Balla...Balla
A7 Piccola E Fragile
B1 Sincerita
B2 Per Lucia
B3 Chiamalo Amore
B4 Sharazan
B5 Emozioni
B6 Hispavox
B7 Si Puo Dare Di Più
C1 Ti Sento
C2 Boys (Summertime Love)
C3 I Treni Di Tozeur
C4 Farfallina
C5 La Valle Del Eden
C6 La Stagione Del L'Amore
C7 Canto A Lloret
D1 I Maschi
D2 Pazza Idea
D3 De Nuevo Tu
D4 Zitto Zitto
D5 Le Notti Di Maggio
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/1858663",10,2.76,,https://www.discogs.com/release/1858663,35337709 US 2025 Vinyl LP Album Limited Edition Reissue Stereo | 30150068 Italy None Vinyl LP Album | 32813868 Germany 1983 Vinyl LP Compilation Club Edition Stereo,Various,303.347,2x Vinyl LP Compilation Gatefold,IMG20260913163930.jpg;IMG20260913163937.jpg;IMG20260913163945.jpg,,28,,,77,hoesbeeld,Europe,True,EVA,2,herkend op hoesbeeld: 77 samenvallende punten met de afbeelding op Discogs (gevonden via tekstzoek: cutugno ciao),1858663,,1988,"Rock, Pop, Chanson, Pop Rock, Ballad",273,1988,"EVA, EVA Columbia",Europe,Ciao Italia,A1 Ma Che Bello Questo Amore | A2 Gente Di Mare | A3 E La Verita (Se Non Avessi Te) | A4 M'Inn Amoro Di Te | A5 Tu Cosa Fai Stasera | A6 Medley : Balla...Balla | A7 Piccola E Fragile | B1 Sincerita | B2 Per Lucia | B3 Chiamalo Amore | B4 Sharazan | B5 Emozioni | B6 Hispavox | B7 Si Puo Dare Di Più | C1 Ti Sento | C2 Boys (Summertime Love) | C3 I Treni Di Tozeur | C4 Farfallina | C5 La Valle Del Eden | C6 La Stagione Del L'Amore | C7 Canto A Lloret | D1 I Maschi | D2 Pazza Idea | D3 De Nuevo Tu | D4 Zitto Zitto | D5 Le Notti Di Maggio,16
163958,LP,Anita Meyer,Shades Of Desire,203.935,1906340,5.0,los of lot,"LP Anita Meyer - Shades Of Desire - Ariola, Ariola","LP, Ariola, Ariola 203.935
Persing Netherlands 1981
1x Vinyl LP Album
A1 Why Tell Me Why
A2 They Don't Play Our Love Song Anymore
A3 Reckless
A4 Hurtin' Doesn't Go Away
A5 Places Where We Used To Be
B1 Love On The Line
B2 Sad Eyes
B3 Too Young To Know
B4 Jacksonville
B5 Rock Me Up A Mountain
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/1906340",90,0.57,,https://www.discogs.com/release/1906340,"8417460 US 1950 Vinyl 10"" 78 RPM Promo | 33048435 Canada None Vinyl LP Album Reissue | 8216834 US 1970 Vinyl LP Album Club Edition",Anita Meyer,203.935,1x Vinyl LP Album,IMG20260913163958.jpg;IMG20260913164007.jpg,,10,,,369,hoesbeeld,Netherlands,False,Ariola,1,herkend op hoesbeeld: 369 samenvallende punten met de afbeelding op Discogs (gevonden via 203.935),1906340,,1981,"Pop, Europop, Ballad",1476,1981,"Ariola, Ariola",Netherlands,Shades Of Desire,A1 Why Tell Me Why | A2 They Don't Play Our Love Song Anymore | A3 Reckless | A4 Hurtin' Doesn't Go Away | A5 Places Where We Used To Be | B1 Love On The Line | B2 Sad Eyes | B3 Too Young To Know | B4 Jacksonville | B5 Rock Me Up A Mountain,24
