id,gelezen_soort,gelezen_artist,gelezen_title,gelezen_catno,release_id,vraagprijs,advies,titel,beschrijving,num_for_sale,lowest_eur,sug_vgplus,discogs_url,alternatieven,artiest_discogs,catno_discogs,formats,fotos,gelezen_a_kant,gelezen_aantal_nummers,gelezen_b_kant,gelezen_barcode,gelezen_beeld_punten,gelezen_bron,gelezen_country,gelezen_gatefold,gelezen_label,gelezen_lp_count,gelezen_notes,gelezen_release_id_auto,gelezen_staat_hoes,gelezen_year,genres,have,jaar_discogs,label_discogs,land_discogs,titel_discogs,tracklist,want
164044,LP,Various,Woman In Love Volume 2,ADEH 83,1689144,5.0,los of lot,"LP Various - Woman In Love Volume 2 - Arcade, Arcade","LP, Arcade, Arcade ADEH 83
Persing Netherlands 1981
2x Vinyl LP Compilation Gatefold
A1 Rainy Night In Georgia
A2 If I Coulda, Woulda, Shoulda
A3 Harbor Lights
A4 Misty Blue
A5 I'm Sorry (Heel Even)
A6 Lorilee
A7 The Way We Were / Try To Remember
B1 Midnight Hour
B2 Dancin' Shoes
B3 Someone To Lay Down Beside Me
B4 Dust In The Wind
B5 Fool (If You Think It's Over)
B6 Living Inside Myself
B7 Raining In My Heart
C1 Daniel
C2 The Hungry Years
C3 Angel Of Mine
C4 The Hurtin' Doesn't Go Away
C5 London
C6 Other Peoples' Rooms
C7 Theme From The Deer Hunter (Cavatina)
D1 Dreams
D2 Yuma / Go Away Little Boy
D3 This Girl's In Love With You
D4 I Don't Go Shopping
D5 How You Gonna See Me Now
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/1689144",40,0.58,,https://www.discogs.com/release/1689144,2579317 Netherlands 1981 Vinyl LP Compilation Stereo | 1570117 Netherlands 1982 Vinyl LP Compilation Stereo | 3439396 Netherlands 1981 Vinyl LP Album Stereo,Various,ADEH 83,2x Vinyl LP Compilation Gatefold,IMG20260913164044.jpg;IMG20260913164054.jpg;IMG20260913164102.jpg,,28,,,257,tracklist,Netherlands,True,Arcade,2,herkend op tracklist: 27 van 28 tracktitels teruggevonden (via hint artiest+titel),1689144,,1981,"Electronic, Jazz, Rock, Funk / Soul, Pop, Synth-pop, Disco, Pop Rock, Soul, Easy Listening",667,1981,"Arcade, Arcade",Netherlands,Woman In Love Volume 2,"A1 Rainy Night In Georgia | A2 If I Coulda, Woulda, Shoulda | A3 Harbor Lights | A4 Misty Blue | A5 I'm Sorry (Heel Even) | A6 Lorilee | A7 The Way We Were / Try To Remember | B1 Midnight Hour | B2 Dancin' Shoes | B3 Someone To Lay Down Beside Me | B4 Dust In The Wind | B5 Fool (If You Think It's Over) | B6 Living Inside Myself | B7 Raining In My Heart | C1 Daniel | C2 The Hungry Years | C3 Angel Of Mine | C4 The Hurtin' Doesn't Go Away | C5 London | C6 Other Peoples' Rooms | C7 Theme From The Deer Hunter (Cavatina) | D1 Dreams | D2 Yuma / Go Away Little Boy | D3 This Girl's In Love With You | D4 I Don't Go Shopping | D5 How You Gonna See Me Now",31
164117,LP,Various,Woman In Love,ADEH 71,615067,5.0,los of lot,"LP Various - Woman In Love - Crown (6), Crown (6)","LP, Crown (6), Crown (6) ADEH 71
Persing Netherlands 1980
2x Vinyl LP Compilation Gatefold
A1 One Day I'll Fly Away
A2 I'll Never Love This Way Again
A3 Never Let Her Go
A4 You're So Vain
A5 Everybody's Got To Learn Sometimes
A6 Don't Make Me Over
A7 Don't Leave Tonight
B1 More Than I Can Say
B2 A Little Bit More
B3 Theme From Mahogany
B4 Someone I Used To Know
B5 Shining Star
B6 Neither One Of Us Wants To Be The First To Say Goodbye
B7 I Don't Want To Talk About It
C1 With You I'm Born Again
C2 Too Hot
C3 Sorry Seems To Be The Hardest Word
C4 Sebastian
C5 Sometimes
C6 If You're Lookin' For A Way Out
C7 I'll Put You Together Again
D1 Love Don't Live Here Anymore
D2 Love Is Such A Sweet Surprise
D3 Guilty
D4 Aquarius
D5 Blue Bayou
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/615067",56,0.53,,https://www.discogs.com/release/615067,3439396 Netherlands 1981 Vinyl LP Album Stereo | 4191512 Netherlands 1985 Vinyl LP Compilation | 27979191 Netherlands 1985 Vinyl LP Compilation,Various,ADEH 71,2x Vinyl LP Compilation Gatefold,IMG20260913164117.jpg;IMG20260913164123.jpg;IMG20260913164143.jpg,,28,,,417,tracklist,Netherlands,True,Crown (6),2,herkend op tracklist: 17 van 28 tracktitels teruggevonden (via hint artiest+titel),615067,,1980,"Electronic, Jazz, Rock, Funk / Soul, Synth-pop, Disco, Pop Rock, Soul, Easy Listening",1087,1980,"Crown (6), Crown (6)",Netherlands,Woman In Love,A1 One Day I'll Fly Away | A2 I'll Never Love This Way Again | A3 Never Let Her Go | A4 You're So Vain | A5 Everybody's Got To Learn Sometimes | A6 Don't Make Me Over | A7 Don't Leave Tonight | B1 More Than I Can Say | B2 A Little Bit More | B3 Theme From Mahogany | B4 Someone I Used To Know | B5 Shining Star | B6 Neither One Of Us Wants To Be The First To Say Goodbye | B7 I Don't Want To Talk About It | C1 With You I'm Born Again | C2 Too Hot | C3 Sorry Seems To Be The Hardest Word | C4 Sebastian | C5 Sometimes | C6 If You're Lookin' For A Way Out | C7 I'll Put You Together Again | D1 Love Don't Live Here Anymore | D2 Love Is Such A Sweet Surprise | D3 Guilty | D4 Aquarius | D5 Blue Bayou,28
164200,LP,Various,The 12 Best,12.29257.6,5446259,7.0,los of lot,LP Various - The 12 Best - BASF,"LP, BASF 12.29257.6
Persing Belgium
1x Vinyl LP Compilation
A1 Sky High
A2 Sha-La-La-Lee
A3 Sweetheart My Darling
A4 You And Me
A5 Von Der Nachtigall Hab' Ich Das Jodeln Gelernt
A6 Send Me The Pillow
B1 I Believe
B2 Wenn Die Rosen Erbl¨hen In Malaga
B3 'K Ben Gelukkig En Blij
B4 Multiplication
B5 Queen Of The Rock And Roll
B6 Somewhere Between
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/5446259",1,5.76,,https://www.discogs.com/release/5446259,46169 Germany 1988 Vinyl LP Compilation Stereo | 11824212 Germany 2018 Vinyl LP Compilation | 2146480 US 1993 Vinyl LP Compilation,Various,12.29257.6,1x Vinyl LP Compilation,IMG20260913164200.jpg;IMG20260913164205.jpg,,12,,,228,tracklist,Belgium,False,BASF,1,herkend op tracklist: 10 van 12 tracktitels teruggevonden (via tekstzoek: cindy jigsaw),5446259,,,"Rock, Pop, Folk, World, & Country",22,0,BASF,Belgium,The 12 Best,A1 Sky High | A2 Sha-La-La-Lee | A3 Sweetheart My Darling | A4 You And Me | A5 Von Der Nachtigall Hab' Ich Das Jodeln Gelernt | A6 Send Me The Pillow | B1 I Believe | B2 Wenn Die Rosen Erbl¨hen In Malaga | B3 'K Ben Gelukkig En Blij | B4 Multiplication | B5 Queen Of The Rock And Roll | B6 Somewhere Between,0
164219,LP,"Leonard Bernstein, Kiri Te Kanawa, José Carreras, Tatiana Troyanos, Kurt Ollmann, Marilyn Horne",West Side Story,415 253-1,869619,,"zeer courant, in een lot","LP Leonard Bernstein, Kiri Te Kanawa, José Carreras, Tatiana","LP, Deutsche Grammophon 415 253-1
Persing Germany 1985
2x Vinyl LP Album Stereo Gatefold
Act I
A1 No. 1 Prologue
A2 No. 2 Jet Song
A3 No. 3 Something's Coming
A4 No. 4 The Dance At The Gym: Blues - Promenade - Mambo - Cha-Cha
B1 No. 5 Maria
B2 No. 6 Balcony Scene
B3 No. 7 America
C1 No. 8 Cool
C2 No. 9 One Hand, One Heart
C3 No. 10 Tonight
C4 No. 11 The Rumble
Act II
D1 No. 12 I Feel Pretty
D2 No. 13 Ballet Sequence
D3 No. 14 Gee, Officer Krupke
D4 No. 15 A Boy Like That / I Have A Love
D5 No. 16 Taunting Scene
D6 No. 17 Finale
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/869619",469,0.63,,https://www.discogs.com/release/869619,18829321 Germany 1985 Vinyl LP Album Club Edition | 11270695 Germany 1985 Vinyl LP Album Box Set | 3036988 Spain 1985 Vinyl LP,"Leonard Bernstein, Kiri Te Kanawa, José Carreras, Tatiana Troyanos, Kurt Ollmann, Marilyn Horne",415 253-1,2x Vinyl LP Album Stereo Gatefold,IMG20260913164219.jpg;IMG20260913164225.jpg;IMG20260913164246.jpg;IMG20260913164259.jpg,,19,,,538,bevestiging,Germany,True,Deutsche Grammophon,2,"herkend op bevestiging: titel, label en catalogusnummer teruggevonden (via 415253)",869619,,1985,"Classical, Stage & Screen, Modern, Musical",3158,1985,Deutsche Grammophon,Germany,West Side Story,"Act I | A1 No. 1 Prologue | A2 No. 2 Jet Song | A3 No. 3 Something's Coming | A4 No. 4 The Dance At The Gym: Blues - Promenade - Mambo - Cha-Cha | B1 No. 5 Maria | B2 No. 6 Balcony Scene | B3 No. 7 America | C1 No. 8 Cool | C2 No. 9 One Hand, One Heart | C3 No. 10 Tonight | C4 No. 11 The Rumble | Act II | D1 No. 12 I Feel Pretty | D2 No. 13 Ballet Sequence | D3 No. 14 Gee, Officer Krupke | D4 No. 15 A Boy Like That / I Have A Love | D5 No. 16 Taunting Scene | D6 No. 17 Finale",73
164331,single7,Mario Molino,I Sogni Del Mare ,ARC 5124,25271869,3.0,los of lot,"Single 7"" Mario Molino - I Sogni Del Mare  - Arcade Records","Single 7"", Arcade Records ARC 5124
Persing Belgium
1x Vinyl 7"" 45 RPM Single
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/25271869",2,0.88,,https://www.discogs.com/release/25271869,"7213510 Belgium None Vinyl 7"" 45 RPM Single | 5137325 Belgium None Vinyl 45 RPM 7"" Single | 2178550 Italy 1968 Vinyl 7"" 45 RPM",Mario Molino,ARC 5124,"1x Vinyl 7"" 45 RPM Single",IMG20260913164331.jpg;IMG20260913164336.jpg,,2,,,160,bevestiging,Belgium,False,Arcade Records,1,herkend op bevestiging: titel en label/catalogusnummer teruggevonden (via hint artiest+titel),25271869,,,Pop,3,0,Arcade Records,Belgium,I Sogni Del Mare ,A  I Sogni Del Mare | B Passagiando Sulla Luna,0
164352,single7,Hervé Vilard,Elle Etait Belle / Dans Le Vent,49 058,2578822,3.0,los of lot,"Single 7"" Hervé Vilard - Elle Etait Belle / Dans Le Vent - T","Single 7"", Trema, Trema 49 058
Persing France 1974
1x Vinyl 7"" Single 45 RPM Yellow Injected Labels
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/2578822",19,0.23,,https://www.discogs.com/release/2578822,"13548611 France 1974 Vinyl 7"" Single 45 RPM | 17220988 France 1974 Vinyl 7"" 45 RPM Single | 17221021 France 1974 Vinyl 7"" 45 RPM Single",Hervé Vilard,49 058,"1x Vinyl 7"" Single 45 RPM Yellow Injected Labels",IMG20260913164352.jpg;IMG20260913164358.jpg,,2,,,309,tracklist,France,False,Trema,1,herkend op tracklist: 2 van 2 tracktitels teruggevonden (via 49058),17221021,,1974,"Pop, Chanson",105,1974,"Trema, Trema",France,Elle Etait Belle,A Elle Etait Belle | B Dans Le Vent,2
164408,single7,Frank Michael,"Je Ne Peux Vivre Sans Toi / Viens, Partons Petite Fille",74-16247,1296278,3.0,los of lot,"Single 7"" Frank Michael - Je Ne Peux Vivre Sans Toi / Viens,","Single 7"", RCA Victor 74-16247
Persing Belgium 1973
1x Vinyl 7"" Stereo
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/1296278",5,0.88,,https://www.discogs.com/release/1296278,"18675868 Belgium 1973 Vinyl 7"" 45 RPM Single Stereo | 4395394 France 1973 Vinyl 7"" | 22719737 Japan 1974 Vinyl 7"" 45 RPM Single Promo",Frank Michael,74-16247,"1x Vinyl 7"" Stereo",IMG20260913164408.jpg;IMG20260913164431.jpg,,2,,,216,bevestiging,Belgium,False,RCA Victor,1,herkend op bevestiging: titel en label/catalogusnummer teruggevonden (via tekstzoek: MICHAEL petite fille),1296278,,1973,"Pop, Chanson",43,1973,RCA Victor,Belgium,"Je Ne Peux Vivre Sans Toi / Viens, Partons Petite Fille","A Je Ne Peux Vivre Sans Toi | B Viens, Partons Petite Fille",1
164445,single7,Frank Michael,Ma Joie De Vivre / On S'aime Vraiment,YBPB O.406,771594,3.0,los of lot,"Single 7"" Frank Michael - Ma Joie De Vivre / On S'aime Vraim","Single 7"", RCA Victor, RCA Victor YBPB O.406
Persing Belgium 1974
1x Vinyl 7"" 45 RPM Stereo
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/771594",6,1.74,,https://www.discogs.com/release/771594,15411457 Belgium 1975 Vinyl LP Album,Frank Michael,YBPB O.406,"1x Vinyl 7"" 45 RPM Stereo",IMG20260913164445.jpg;IMG20260913164450.jpg,,2,,,483,bevestiging,Belgium,False,RCA Victor,1,herkend op bevestiging: titel en label/catalogusnummer teruggevonden (via tekstzoek: ybpb joie),771594,,1974,"Pop, Chanson",33,1974,"RCA Victor, RCA Victor",Belgium,Ma Joie De Vivre / On S'aime Vraiment,A Ma Joie De Vivre | B On S'aime Vraiment,2
164516,single7,Michel Leeb,Le Tombeur,884 636-7,4282680,3.0,los of lot,"Single 7"" Michel Leeb - Le Tombeur - Philips","Single 7"", Philips 884 636-7
Persing France 1986
1x Vinyl 7"" 45 RPM Stereo
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/4282680",30,0.58,,https://www.discogs.com/release/4282680,"669360 Europe 1997 Vinyl 12"" 45 RPM Stereo | 1050610 Italy 1997 Vinyl 12"" 33 ⅓ RPM",Michel Leeb,884 636-7,"1x Vinyl 7"" 45 RPM Stereo",IMG20260913164516.jpg;IMG20260913164551.jpg,,2,,,538,tracklist,France,False,Philips,1,herkend op tracklist: 1 van 2 tracktitels teruggevonden (via 884636),4282680,,1986,"Pop, Chanson",122,1986,Philips,France,Le Tombeur,1 Le Tombeur | 2 Le Tombeur (Instrumental),0
164627,single7,Philippe Lavil,Il Tape Sur Des Bambous,PB 8926,2196408,3.0,los of lot,"Single 7"" Philippe Lavil - Il Tape Sur Des Bambous - RCA Vic","Single 7"", RCA Victor PB 8926
Persing France 1982
1x Vinyl 7"" 45 RPM Single
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/2196408",51,0.23,,https://www.discogs.com/release/2196408,"4291483 France 1982 Vinyl 7"" 45 RPM Single | 3842351 France 1982 Vinyl 7"" 45 RPM Single Stereo | 19997140 France 1982 Vinyl 7"" 45 RPM",Philippe Lavil,PB 8926,"1x Vinyl 7"" 45 RPM Single",IMG20260913164627.jpg;IMG20260913164631.jpg,,2,,,417,tracklist,France,False,RCA Victor,1,herkend op tracklist: 2 van 2 tracktitels teruggevonden (via PB 8926),1323515,,1982,"Pop, Chanson",563,1982,RCA Victor,France,Il Tape Sur Des Bambous,A Il Tape Sur Des Bambous | B Tennis,9
164646,single7,Alain Chamfort,"Je Pense A Elle, Elle Pense A Moi",6061 187,3334398,3.0,los of lot,"Single 7"" Alain Chamfort - Je Pense A Elle, Elle Pense A Moi","Single 7"", Disques Flèche 6061 187
Persing France 1973
1x Vinyl 7"" 45 RPM Single
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/3334398",23,0.1,,https://www.discogs.com/release/3334398,"11808723 France 1973 Vinyl 7"" 45 RPM Single | 4491962 France 1973 Vinyl 7"" Single 45 RPM | 12841029 France 1973 Vinyl 7"" 45 RPM Single",Alain Chamfort,6061 187,"1x Vinyl 7"" 45 RPM Single",IMG20260913164646.jpg;IMG20260913164650.jpg,,2,,,261,tracklist,France,False,Disques Flèche,1,herkend op tracklist: 2 van 2 tracktitels teruggevonden (via 6061187),3334398,,1973,"Pop, Chanson",182,1973,Disques Flèche,France,"Je Pense A Elle, Elle Pense A Moi","1 Je Pense A Elle, Elle Pense A Moi | 2 Ma Leçon D'amour",8
164727,single7,Jean Vallée,L'Amour Ça Fait Chanter La Vie,CBS 6257,4587661,3.0,los of lot,"Single 7"" Jean Vallée - L'Amour Ça Fait Chanter La Vie - CBS","Single 7"", CBS CBS 6257
Persing France 1978
1x Vinyl 7"" Single
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/4587661",33,0.57,,https://www.discogs.com/release/4587661,"2456550 France 1978 Vinyl 7"" Single 45 RPM | 634643 Europe 1978 Vinyl 7"" 45 RPM Single Stereo | 6918238 Greece 1978 Vinyl 7"" 45 RPM Single",Jean Vallée,CBS 6257,"1x Vinyl 7"" Single",IMG20260913164727.jpg;IMG20260913164733.jpg,,2,,,374,tracklist,France,False,CBS,1,herkend op tracklist: 2 van 2 tracktitels teruggevonden (via CBS 6257),2456550,,1978,"Pop, Chanson",160,1978,CBS,France,L'Amour Ça Fait Chanter La Vie (Sélection Eurovision 78),A L'Amour Ça Fait Chanter La Vie | B Nonobstant,5
164748,single7,Corinne Hermès,Si La Vie Est Cadeau,811 601-7,2474388,3.0,los of lot,"Single 7"" Corinne Hermès - Si La Vie Est Cadeau - Saban Reco","Single 7"", Saban Records 811 601-7
Persing France 1983
1x Vinyl 7"" 45 RPM Single Repress
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/2474388",73,0.34,,https://www.discogs.com/release/2474388,"5780914 France 1983 Vinyl 7"" 45 RPM Single | 15258445 France 1983 Vinyl 7"" 45 RPM Single Repress | 7874393 France 1983 Vinyl 7"" 45 RPM Single Repress",Corinne Hermès,811 601-7,"1x Vinyl 7"" 45 RPM Single Repress",IMG20260913164748.jpg;IMG20260913164752.jpg,,2,,,218,tracklist,France,False,Saban Records,1,herkend op tracklist: 2 van 2 tracktitels teruggevonden (via 811 601),5780914,,1983,"Pop, Chanson, Vocal",390,1983,Saban Records,France,Si La Vie Est Cadeau,A Si La Vie Est Cadeau | B Pour Un Peu De Toi,7
164800,single7,Anne-Marie David,Tu Te Reconnaitras,EPC 1353,1572418,3.0,los of lot,"Single 7"" Anne-Marie David - Tu Te Reconnaitras - Epic, Epic","Single 7"", Epic, Epic EPC 1353
Persing France 1973
1x Vinyl 7"" Single 45 RPM
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/1572418",60,0.69,,https://www.discogs.com/release/1572418,"11251255 France 1973 Vinyl 7"" Single 45 RPM | 8957941 France 1973 Vinyl 7"" Single 45 RPM | 14419190 France 1973 Vinyl 7"" 45 RPM Single Reissue",Anne-Marie David,EPC 1353,"1x Vinyl 7"" Single 45 RPM",IMG20260913164800.jpg;IMG20260913164805.jpg,,2,,,69,tracklist,France,False,Epic,1,herkend op tracklist: 2 van 2 tracktitels teruggevonden (via EPC 1353),11251255,,1973,"Pop, Chanson",488,1973,"Epic, Epic",France,Tu Te Reconnaitras,A Tu Te Reconnaitras | B Au Bout Du Monde,20
164838,single7,"Ralph Clouds, Sophie Blaede, Gérard Pochonet And His Orchestra",Tous Les Garçons Et Les Filles / L'idole Des Jeunes,17.335,6985104,16.5,los verkopen,"Single 7"" Ralph Clouds, Sophie Blaede, Gérard Pochonet And H","Single 7"", Panorama (4) 17.335
Persing France 1963
1x Vinyl 7"" 45 RPM EP
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/6985104",1,11.63,,https://www.discogs.com/release/6985104,"10892710 France None Vinyl 7"" 45 RPM | 4191482 France 1971 Vinyl 7"" 33 ⅓ RPM Single | 502843 Germany 1990 Vinyl 7"" 45 RPM Single Stereo","Ralph Clouds, Sophie Blaede, Gérard Pochonet And His Orchestra",17.335,"1x Vinyl 7"" 45 RPM EP",IMG20260913164838.jpg;IMG20260913164845.jpg,,4,,,41,tracklist,France,False,Panorama (4),1,herkend op tracklist: 4 van 4 tracktitels teruggevonden (via hint artiest+titel),6985104,,1963,"Jazz, Pop, Chanson, Hard Bop, Swing",42,1963,Panorama (4),France,Tous Les Garçons Et Les Filles / L'idole Des Jeunes,A1 L'idole Des Jeunes | A2 Two Thirty A.M. | B1 Tous Les Garçons Et Les Filles | B2 Echoes Of Basie,9
164923,single7,Charles Aznavour,The Old Fashioned Way,61.751,1295509,,"zeer courant, in een lot","Single 7"" Charles Aznavour - The Old Fashioned Way - Barclay","Single 7"", Barclay, Barclay 61.751
Persing France 1973
1x Vinyl 7"" 45 RPM Single
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/1295509",92,0.58,,https://www.discogs.com/release/1295509,"1746091 France 1974 Vinyl 7"" 45 RPM | 4594394 Australia 1973 Vinyl 7"" 45 RPM | 1170390 Europe 1984 Vinyl 7"" 45 RPM Single Stereo",Charles Aznavour,61.751,"1x Vinyl 7"" 45 RPM Single",IMG20260913164923.jpg;IMG20260913164928.jpg,,2,,,333,tracklist,France,False,Barclay,1,herkend op tracklist: 1 van 2 tracktitels teruggevonden (via 61.751),1295509,,1973,"Pop, Chanson",668,1973,"Barclay, Barclay",France,The Old Fashioned Way,A The Old Fashioned Way | B What Makes A Man,13
164943,single7,Charles Aznavour,Les Plaisirs Démodés / Me Voilà Seul,61.569,809997,3.0,los of lot,"Single 7"" Charles Aznavour - Les Plaisirs Démodés / Me Voilà","Single 7"", Barclay 61.569
Persing France 1972
1x Vinyl 7"" 45 RPM Single Reissue Stereo Paper Labels
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/809997",57,0.62,,https://www.discogs.com/release/809997,"8345301 France 1972 Vinyl 7"" 45 RPM Single | 8103263 France 1972 Vinyl 7"" 45 RPM Single Reissue Stereo | 8594821 France 1972 Vinyl 7"" 45 RPM",Charles Aznavour,61.569,"1x Vinyl 7"" 45 RPM Single Reissue Stereo Paper Labels",IMG20260913164943.jpg;IMG20260913164949.jpg,,2,,,614,hoesbeeld,France,False,Barclay,1,herkend op hoesbeeld: 614 samenvallende punten met de afbeelding op Discogs (gevonden via tekstzoek: charles aznavour seul),809997,,1972,"Pop, Chanson",568,1972,Barclay,France,Les Plaisirs Démodés / Me Voilà Seul,A Les Plaisirs Démodés | B Me Voilà Seul,20
165003,single7,Matt Monro,Alguien Canto,CSL 2318,6417251,3.0,los of lot,"Single 7"" Matt Monro - Alguien Canto - Capitol Records","Single 7"", Capitol Records CSL 2318
Persing Spain 1968
1x Vinyl 7"" 45 RPM Single
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/6417251",36,0.69,,https://www.discogs.com/release/6417251,"9350818 Spain 1968 Vinyl 7"" 45 RPM Single | 12736697 Spain 1969 Vinyl 7"" 45 RPM Single Repress | 14540611 Spain 1968 Vinyl 7"" 45 RPM Single",Matt Monro,CSL 2318,"1x Vinyl 7"" 45 RPM Single",IMG20260913165003.jpg;IMG20260913165006.jpg,,2,,,290,hoesbeeld,Spain,False,Capitol Records,1,herkend op hoesbeeld: 290 samenvallende punten met de afbeelding op Discogs (gevonden via CSL2318); tekst wees naar 'Alguien Cantó' maar de hoes sprak dat tegen (8 punten),14540611,,1968,"Pop, Stage & Screen, Easy Listening",154,1968,Capitol Records,Spain,Alguien Cantó,"A Alguien Cantó ""The Music Played"" | B De Repente Un Día ""One Day Soon""",13
165017,single7,Adriano Celentano,"Si Tu Travailles, On Fait L'amour = Chi Non Lavora Non Fa L'amore",INT. 80232,3527284,3.0,los of lot,"Single 7"" Adriano Celentano - Si Tu Travailles, On Fait L'am","Single 7"", Disques Vogue, Clan Celentano INT. 80232
Persing France 1970
1x Vinyl 7"" 45 RPM Single
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/3527284",25,0.57,,https://www.discogs.com/release/3527284,,Adriano Celentano,INT. 80232,"1x Vinyl 7"" 45 RPM Single",IMG20260913165017.jpg;IMG20260913165026.jpg,,2,,,213,tracklist,France,False,Disques Vogue,1,herkend op tracklist: 2 van 2 tracktitels teruggevonden (via INT.80232),3527284,,1970,"Pop, Chanson",185,1970,"Disques Vogue, Clan Celentano",France,"Si Tu Travailles, On Fait L'amour = Chi Non Lavora Non Fa L'amore","A Si Tu Travailles, On Fait L'amour = Chi Non Lavora Non Fa L'amore | B Deux Ennemis Qui S'adorent = Due Nemici Innamorati",12
165039,single7,Gianni Marzano,Mal D'amour,45. VB. 140.310,748538,3.0,los of lot,"Single 7"" Gianni Marzano - Mal D'amour - Vogue, Vogue","Single 7"", Vogue, Vogue 45. VB. 140.310
Persing France 1977
1x Vinyl 7"" 45 RPM
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/748538",39,0.55,,https://www.discogs.com/release/748538,"4211017 Canada 1977 Vinyl 7"" 45 RPM Single Stereo | 1458427 France None Vinyl LP Compilation | 30992329 Belgium None Vinyl LP Compilation",Gianni Marzano,45. VB. 140.310,"1x Vinyl 7"" 45 RPM",IMG20260913165039.jpg;IMG20260913165043.jpg,,2,,,406,hoesbeeld,France,False,Vogue,1,herkend op hoesbeeld: 406 samenvallende punten met de afbeelding op Discogs (gevonden via 45.VB.140.310),748538,,1977,"Pop, Chanson",118,1977,"Vogue, Vogue",France,Mal D'amour,"A Mal D'amour | B Bien Sûr, Je Sais",2
165108,single7,Lange Jojo,Hij Dansde De French Can Can,VB. 297,4035126,3.0,los of lot,"Single 7"" Lange Jojo - Hij Dansde De French Can Can - Vogue","Single 7"", Vogue VB. 297
Persing Belgium 1973
1x Vinyl 7"" 45 RPM Single
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/4035126",18,0.29,,https://www.discogs.com/release/4035126,"14802536 Belgium 1973 Vinyl 7"" 45 RPM Single | 11287194 Switzerland 1972 Vinyl 7"" 45 RPM EP Stereo | 26287988 UK 2023 Vinyl LP Album Limited Edition",Lange Jojo,VB. 297,"1x Vinyl 7"" 45 RPM Single",IMG20260913165108.jpg;IMG20260913165113.jpg,,2,,,189,tracklist,Belgium,False,Vogue,1,herkend op tracklist: 1 van 2 tracktitels teruggevonden (via VB.297),4035126,,1973,"Pop, Parody",143,1973,Vogue,Belgium,Hij Dansde De French Can Can,A De French Cancan | B Tarzan,1
165153,single7,The Temptations,Masterpiece,4 C006-94223,1622829,3.0,los of lot,"Single 7"" The Temptations - Masterpiece - Tamla Motown, Taml","Single 7"", Tamla Motown, Tamla Motown 4 C006-94223
Persing Belgium 1973
1x Vinyl 7"" 45 RPM Stereo
Hoes: [invullen]. Vinyl: [invullen].
https://www.discogs.com/release/1622829",18,1.74,,https://www.discogs.com/release/1622829,"15968879 Belgium 1973 Vinyl 7"" 45 RPM Single Stereo | 1701449 Germany 1973 Vinyl 7"" 45 RPM Single | 7673665 Germany 1973 Vinyl 7"" 45 RPM Single",The Temptations,4 C006-94223,"1x Vinyl 7"" 45 RPM Stereo",IMG20260913165153.jpg;IMG20260913165158.jpg,,2,,,161,bevestiging,Belgium,False,Tamla Motown,1,herkend op bevestiging: titel en label/catalogusnummer teruggevonden (via 4C006-94223),1622829,,1973,"Funk / Soul, Soul",125,1973,"Tamla Motown, Tamla Motown",Belgium,Masterpiece,A Masterpiece (Vocal) | B Masterpiece (Instrumental),20
